"";"geo";"unit";"time";"PKB";"GEO";"Region";"Kraj";"dl"
"263";"AT211";"MIO_EUR";2013;10352;"AT211 - Klagenfurt-Villach";"Klagenfurt-Villach";"AT";5
"264";"AT211";"MIO_EUR";2002;7584;"AT211 - Klagenfurt-Villach";"Klagenfurt-Villach";"AT";5
"265";"AT212";"MIO_EUR";2009;3045;"AT212 - Oberkärnten";"Oberkärnten";"AT";5
"266";"AT212";"MIO_EUR";2005;2640;"AT212 - Oberkärnten";"Oberkärnten";"AT";5
"267";"AT212";"MIO_EUR";2003;2473;"AT212 - Oberkärnten";"Oberkärnten";"AT";5
"268";"AT212";"MIO_EUR";2006;2844;"AT212 - Oberkärnten";"Oberkärnten";"AT";5
"269";"AT212";"MIO_EUR";2012;3157;"AT212 - Oberkärnten";"Oberkärnten";"AT";5
"270";"AT212";"MIO_EUR";2007;3015;"AT212 - Oberkärnten";"Oberkärnten";"AT";5
"271";"AT212";"MIO_EUR";2014;3237;"AT212 - Oberkärnten";"Oberkärnten";"AT";5
"272";"AT212";"MIO_EUR";2011;3114;"AT212 - Oberkärnten";"Oberkärnten";"AT";5
"273";"AT212";"MIO_EUR";2013;3214;"AT212 - Oberkärnten";"Oberkärnten";"AT";5
"274";"AT212";"MIO_EUR";2001;2391;"AT212 - Oberkärnten";"Oberkärnten";"AT";5
"275";"AT212";"MIO_EUR";2002;2417;"AT212 - Oberkärnten";"Oberkärnten";"AT";5
"276";"AT212";"MIO_EUR";2008;3065;"AT212 - Oberkärnten";"Oberkärnten";"AT";5
"277";"AT212";"MIO_EUR";2000;2347;"AT212 - Oberkärnten";"Oberkärnten";"AT";5
"278";"AT212";"MIO_EUR";2010;2954;"AT212 - Oberkärnten";"Oberkärnten";"AT";5
"279";"AT212";"MIO_EUR";2004;2542;"AT212 - Oberkärnten";"Oberkärnten";"AT";5
"280";"AT213";"MIO_EUR";2008;3881;"AT213 - Unterkärnten";"Unterkärnten";"AT";5
"281";"AT213";"MIO_EUR";2003;3092;"AT213 - Unterkärnten";"Unterkärnten";"AT";5
"282";"AT213";"MIO_EUR";2011;3992;"AT213 - Unterkärnten";"Unterkärnten";"AT";5
"283";"AT213";"MIO_EUR";2012;4114;"AT213 - Unterkärnten";"Unterkärnten";"AT";5
"284";"AT213";"MIO_EUR";2005;3351;"AT213 - Unterkärnten";"Unterkärnten";"AT";5
"285";"AT213";"MIO_EUR";2000;2724;"AT213 - Unterkärnten";"Unterkärnten";"AT";5
"286";"AT213";"MIO_EUR";2013;4155;"AT213 - Unterkärnten";"Unterkärnten";"AT";5
"287";"AT213";"MIO_EUR";2009;3652;"AT213 - Unterkärnten";"Unterkärnten";"AT";5
"288";"AT213";"MIO_EUR";2014;4309;"AT213 - Unterkärnten";"Unterkärnten";"AT";5
"289";"AT213";"MIO_EUR";2010;3778;"AT213 - Unterkärnten";"Unterkärnten";"AT";5
"290";"AT213";"MIO_EUR";2001;2793;"AT213 - Unterkärnten";"Unterkärnten";"AT";5
"291";"AT213";"MIO_EUR";2002;2959;"AT213 - Unterkärnten";"Unterkärnten";"AT";5
"292";"AT213";"MIO_EUR";2006;3516;"AT213 - Unterkärnten";"Unterkärnten";"AT";5
"293";"AT213";"MIO_EUR";2004;3229;"AT213 - Unterkärnten";"Unterkärnten";"AT";5
"294";"AT213";"MIO_EUR";2007;3796;"AT213 - Unterkärnten";"Unterkärnten";"AT";5
"295";"AT221";"MIO_EUR";2003;12923;"AT221 - Graz";"Graz";"AT";5
"296";"AT221";"MIO_EUR";2009;16190;"AT221 - Graz";"Graz";"AT";5
"297";"AT221";"MIO_EUR";2014;18836;"AT221 - Graz";"Graz";"AT";5
"298";"AT221";"MIO_EUR";2004;13739;"AT221 - Graz";"Graz";"AT";5
"299";"AT221";"MIO_EUR";2012;18137;"AT221 - Graz";"Graz";"AT";5
"300";"AT221";"MIO_EUR";2008;16431;"AT221 - Graz";"Graz";"AT";5
"301";"AT221";"MIO_EUR";2005;14527;"AT221 - Graz";"Graz";"AT";5
"302";"AT221";"MIO_EUR";2007;15915;"AT221 - Graz";"Graz";"AT";5
"303";"AT221";"MIO_EUR";2001;12106;"AT221 - Graz";"Graz";"AT";5
"304";"AT221";"MIO_EUR";2013;18270;"AT221 - Graz";"Graz";"AT";5
"305";"AT221";"MIO_EUR";2006;15079;"AT221 - Graz";"Graz";"AT";5
"306";"AT221";"MIO_EUR";2010;16391;"AT221 - Graz";"Graz";"AT";5
"307";"AT221";"MIO_EUR";2011;17426;"AT221 - Graz";"Graz";"AT";5
"308";"AT221";"MIO_EUR";2002;12381;"AT221 - Graz";"Graz";"AT";5
"309";"AT221";"MIO_EUR";2000;11797;"AT221 - Graz";"Graz";"AT";5
"310";"AT222";"MIO_EUR";2003;1779;"AT222 - Liezen";"Liezen";"AT";5
"311";"AT222";"MIO_EUR";2005;2013;"AT222 - Liezen";"Liezen";"AT";5
"312";"AT222";"MIO_EUR";2006;2090;"AT222 - Liezen";"Liezen";"AT";5
"313";"AT222";"MIO_EUR";2001;1704;"AT222 - Liezen";"Liezen";"AT";5
"314";"AT222";"MIO_EUR";2009;2294;"AT222 - Liezen";"Liezen";"AT";5
"315";"AT222";"MIO_EUR";2007;2220;"AT222 - Liezen";"Liezen";"AT";5
"316";"AT222";"MIO_EUR";2004;1920;"AT222 - Liezen";"Liezen";"AT";5
"317";"AT222";"MIO_EUR";2014;2654;"AT222 - Liezen";"Liezen";"AT";5
"318";"AT222";"MIO_EUR";2011;2385;"AT222 - Liezen";"Liezen";"AT";5
"319";"AT222";"MIO_EUR";2008;2325;"AT222 - Liezen";"Liezen";"AT";5
"320";"AT222";"MIO_EUR";2013;2572;"AT222 - Liezen";"Liezen";"AT";5
"321";"AT222";"MIO_EUR";2012;2529;"AT222 - Liezen";"Liezen";"AT";5
"322";"AT222";"MIO_EUR";2000;1665;"AT222 - Liezen";"Liezen";"AT";5
"323";"AT222";"MIO_EUR";2010;2326;"AT222 - Liezen";"Liezen";"AT";5
"324";"AT222";"MIO_EUR";2002;1759;"AT222 - Liezen";"Liezen";"AT";5
"325";"AT223";"MIO_EUR";2001;3960;"AT223 - Östliche Obersteiermark";"Östliche Obersteiermark";"AT";5
"326";"AT223";"MIO_EUR";2005;4555;"AT223 - Östliche Obersteiermark";"Östliche Obersteiermark";"AT";5
"327";"AT223";"MIO_EUR";2009;4990;"AT223 - Östliche Obersteiermark";"Östliche Obersteiermark";"AT";5
"328";"AT223";"MIO_EUR";2014;5692;"AT223 - Östliche Obersteiermark";"Östliche Obersteiermark";"AT";5
"329";"AT223";"MIO_EUR";2006;4849;"AT223 - Östliche Obersteiermark";"Östliche Obersteiermark";"AT";5
"330";"AT223";"MIO_EUR";2003;3900;"AT223 - Östliche Obersteiermark";"Östliche Obersteiermark";"AT";5
"331";"AT223";"MIO_EUR";2010;4976;"AT223 - Östliche Obersteiermark";"Östliche Obersteiermark";"AT";5
"332";"AT223";"MIO_EUR";2013;5506;"AT223 - Östliche Obersteiermark";"Östliche Obersteiermark";"AT";5
"333";"AT223";"MIO_EUR";2012;5514;"AT223 - Östliche Obersteiermark";"Östliche Obersteiermark";"AT";5
"334";"AT223";"MIO_EUR";2000;3772;"AT223 - Östliche Obersteiermark";"Östliche Obersteiermark";"AT";5
"335";"AT223";"MIO_EUR";2007;5250;"AT223 - Östliche Obersteiermark";"Östliche Obersteiermark";"AT";5
"336";"AT223";"MIO_EUR";2008;5250;"AT223 - Östliche Obersteiermark";"Östliche Obersteiermark";"AT";5
"337";"AT223";"MIO_EUR";2002;3879;"AT223 - Östliche Obersteiermark";"Östliche Obersteiermark";"AT";5
"338";"AT223";"MIO_EUR";2011;5319;"AT223 - Östliche Obersteiermark";"Östliche Obersteiermark";"AT";5
"339";"AT223";"MIO_EUR";2004;4061;"AT223 - Östliche Obersteiermark";"Östliche Obersteiermark";"AT";5
"340";"AT224";"MIO_EUR";2003;4819;"AT224 - Oststeiermark";"Oststeiermark";"AT";5
"341";"AT224";"MIO_EUR";2006;5532;"AT224 - Oststeiermark";"Oststeiermark";"AT";5
"342";"AT224";"MIO_EUR";2005;5224;"AT224 - Oststeiermark";"Oststeiermark";"AT";5
"343";"AT224";"MIO_EUR";2002;4778;"AT224 - Oststeiermark";"Oststeiermark";"AT";5
"344";"AT224";"MIO_EUR";2000;4482;"AT224 - Oststeiermark";"Oststeiermark";"AT";5
"345";"AT224";"MIO_EUR";2009;6205;"AT224 - Oststeiermark";"Oststeiermark";"AT";5
"346";"AT224";"MIO_EUR";2001;4732;"AT224 - Oststeiermark";"Oststeiermark";"AT";5
"347";"AT224";"MIO_EUR";2007;6078;"AT224 - Oststeiermark";"Oststeiermark";"AT";5
"348";"AT224";"MIO_EUR";2012;6979;"AT224 - Oststeiermark";"Oststeiermark";"AT";5
"349";"AT224";"MIO_EUR";2014;7274;"AT224 - Oststeiermark";"Oststeiermark";"AT";5
"350";"AT224";"MIO_EUR";2010;6582;"AT224 - Oststeiermark";"Oststeiermark";"AT";5
"351";"AT224";"MIO_EUR";2013;7035;"AT224 - Oststeiermark";"Oststeiermark";"AT";5
"352";"AT224";"MIO_EUR";2011;6724;"AT224 - Oststeiermark";"Oststeiermark";"AT";5
"353";"AT224";"MIO_EUR";2008;6232;"AT224 - Oststeiermark";"Oststeiermark";"AT";5
"354";"AT224";"MIO_EUR";2004;5097;"AT224 - Oststeiermark";"Oststeiermark";"AT";5
"355";"AT225";"MIO_EUR";2003;3573;"AT225 - West- und Südsteiermark";"West- und Südsteiermark";"AT";5
"356";"AT225";"MIO_EUR";2014;5087;"AT225 - West- und Südsteiermark";"West- und Südsteiermark";"AT";5
"357";"AT225";"MIO_EUR";2010;4494;"AT225 - West- und Südsteiermark";"West- und Südsteiermark";"AT";5
"358";"AT225";"MIO_EUR";2001;3323;"AT225 - West- und Südsteiermark";"West- und Südsteiermark";"AT";5
"359";"AT225";"MIO_EUR";2005;3908;"AT225 - West- und Südsteiermark";"West- und Südsteiermark";"AT";5
"360";"AT225";"MIO_EUR";2002;3390;"AT225 - West- und Südsteiermark";"West- und Südsteiermark";"AT";5
"361";"AT225";"MIO_EUR";2013;4933;"AT225 - West- und Südsteiermark";"West- und Südsteiermark";"AT";5
"362";"AT225";"MIO_EUR";2000;3207;"AT225 - West- und Südsteiermark";"West- und Südsteiermark";"AT";5
"363";"AT225";"MIO_EUR";2011;4779;"AT225 - West- und Südsteiermark";"West- und Südsteiermark";"AT";5
"364";"AT225";"MIO_EUR";2007;4354;"AT225 - West- und Südsteiermark";"West- und Südsteiermark";"AT";5
"365";"AT225";"MIO_EUR";2006;4020;"AT225 - West- und Südsteiermark";"West- und Südsteiermark";"AT";5
"366";"AT225";"MIO_EUR";2009;4199;"AT225 - West- und Südsteiermark";"West- und Südsteiermark";"AT";5
"367";"AT225";"MIO_EUR";2008;4442;"AT225 - West- und Südsteiermark";"West- und Südsteiermark";"AT";5
"368";"AT225";"MIO_EUR";2004;3800;"AT225 - West- und Südsteiermark";"West- und Südsteiermark";"AT";5
"369";"AT225";"MIO_EUR";2012;4824;"AT225 - West- und Südsteiermark";"West- und Südsteiermark";"AT";5
"370";"AT226";"MIO_EUR";2014;2859;"AT226 - Westliche Obersteiermark";"Westliche Obersteiermark";"AT";5
"371";"AT226";"MIO_EUR";2001;2203;"AT226 - Westliche Obersteiermark";"Westliche Obersteiermark";"AT";5
"372";"AT226";"MIO_EUR";2000;2143;"AT226 - Westliche Obersteiermark";"Westliche Obersteiermark";"AT";5
"373";"AT226";"MIO_EUR";2006;2477;"AT226 - Westliche Obersteiermark";"Westliche Obersteiermark";"AT";5
"374";"AT226";"MIO_EUR";2010;2679;"AT226 - Westliche Obersteiermark";"Westliche Obersteiermark";"AT";5
"375";"AT226";"MIO_EUR";2009;2520;"AT226 - Westliche Obersteiermark";"Westliche Obersteiermark";"AT";5
"376";"AT226";"MIO_EUR";2005;2333;"AT226 - Westliche Obersteiermark";"Westliche Obersteiermark";"AT";5
"377";"AT226";"MIO_EUR";2013;2837;"AT226 - Westliche Obersteiermark";"Westliche Obersteiermark";"AT";5
"378";"AT226";"MIO_EUR";2011;2765;"AT226 - Westliche Obersteiermark";"Westliche Obersteiermark";"AT";5
"379";"AT226";"MIO_EUR";2007;2602;"AT226 - Westliche Obersteiermark";"Westliche Obersteiermark";"AT";5
"380";"AT226";"MIO_EUR";2012;2832;"AT226 - Westliche Obersteiermark";"Westliche Obersteiermark";"AT";5
"381";"AT226";"MIO_EUR";2002;2226;"AT226 - Westliche Obersteiermark";"Westliche Obersteiermark";"AT";5
"382";"AT226";"MIO_EUR";2008;2690;"AT226 - Westliche Obersteiermark";"Westliche Obersteiermark";"AT";5
"383";"AT226";"MIO_EUR";2004;2327;"AT226 - Westliche Obersteiermark";"Westliche Obersteiermark";"AT";5
"384";"AT226";"MIO_EUR";2003;2213;"AT226 - Westliche Obersteiermark";"Westliche Obersteiermark";"AT";5
"385";"AT311";"MIO_EUR";2009;7292;"AT311 - Innviertel";"Innviertel";"AT";5
"386";"AT311";"MIO_EUR";2010;7656;"AT311 - Innviertel";"Innviertel";"AT";5
"387";"AT311";"MIO_EUR";2006;6660;"AT311 - Innviertel";"Innviertel";"AT";5
"388";"AT311";"MIO_EUR";2000;5109;"AT311 - Innviertel";"Innviertel";"AT";5
"389";"AT311";"MIO_EUR";2002;5431;"AT311 - Innviertel";"Innviertel";"AT";5
"390";"AT311";"MIO_EUR";2001;5269;"AT311 - Innviertel";"Innviertel";"AT";5
"391";"AT311";"MIO_EUR";2003;5600;"AT311 - Innviertel";"Innviertel";"AT";5
"392";"AT311";"MIO_EUR";2005;6333;"AT311 - Innviertel";"Innviertel";"AT";5
"393";"AT311";"MIO_EUR";2004;5940;"AT311 - Innviertel";"Innviertel";"AT";5
"394";"AT311";"MIO_EUR";2012;8642;"AT311 - Innviertel";"Innviertel";"AT";5
"395";"AT311";"MIO_EUR";2013;9027;"AT311 - Innviertel";"Innviertel";"AT";5
"396";"AT311";"MIO_EUR";2014;9392;"AT311 - Innviertel";"Innviertel";"AT";5
"397";"AT311";"MIO_EUR";2011;8282;"AT311 - Innviertel";"Innviertel";"AT";5
"398";"AT311";"MIO_EUR";2008;7490;"AT311 - Innviertel";"Innviertel";"AT";5
"399";"AT311";"MIO_EUR";2007;7209;"AT311 - Innviertel";"Innviertel";"AT";5
"400";"AT312";"MIO_EUR";2010;25283;"AT312 - Linz-Wels";"Linz-Wels";"AT";5
"401";"AT312";"MIO_EUR";2012;26700;"AT312 - Linz-Wels";"Linz-Wels";"AT";5
"402";"AT312";"MIO_EUR";2002;19115;"AT312 - Linz-Wels";"Linz-Wels";"AT";5
"403";"AT312";"MIO_EUR";2006;22653;"AT312 - Linz-Wels";"Linz-Wels";"AT";5
"404";"AT312";"MIO_EUR";2000;18077;"AT312 - Linz-Wels";"Linz-Wels";"AT";5
"405";"AT312";"MIO_EUR";2001;18800;"AT312 - Linz-Wels";"Linz-Wels";"AT";5
"406";"AT312";"MIO_EUR";2005;21572;"AT312 - Linz-Wels";"Linz-Wels";"AT";5
"407";"AT312";"MIO_EUR";2008;25315;"AT312 - Linz-Wels";"Linz-Wels";"AT";5
"408";"AT312";"MIO_EUR";2003;19897;"AT312 - Linz-Wels";"Linz-Wels";"AT";5
"409";"AT312";"MIO_EUR";2014;27600;"AT312 - Linz-Wels";"Linz-Wels";"AT";5
"410";"AT312";"MIO_EUR";2009;24372;"AT312 - Linz-Wels";"Linz-Wels";"AT";5
"411";"AT312";"MIO_EUR";2011;26320;"AT312 - Linz-Wels";"Linz-Wels";"AT";5
"412";"AT312";"MIO_EUR";2007;23801;"AT312 - Linz-Wels";"Linz-Wels";"AT";5
"413";"AT312";"MIO_EUR";2004;20477;"AT312 - Linz-Wels";"Linz-Wels";"AT";5
"414";"AT312";"MIO_EUR";2013;27145;"AT312 - Linz-Wels";"Linz-Wels";"AT";5
"415";"AT313";"MIO_EUR";2010;4143;"AT313 - Mühlviertel";"Mühlviertel";"AT";5
"416";"AT313";"MIO_EUR";2003;3095;"AT313 - Mühlviertel";"Mühlviertel";"AT";5
"417";"AT313";"MIO_EUR";2002;3060;"AT313 - Mühlviertel";"Mühlviertel";"AT";5
"418";"AT313";"MIO_EUR";2009;4192;"AT313 - Mühlviertel";"Mühlviertel";"AT";5
"419";"AT313";"MIO_EUR";2012;4750;"AT313 - Mühlviertel";"Mühlviertel";"AT";5
"420";"AT313";"MIO_EUR";2000;2928;"AT313 - Mühlviertel";"Mühlviertel";"AT";5
"421";"AT313";"MIO_EUR";2014;5099;"AT313 - Mühlviertel";"Mühlviertel";"AT";5
"422";"AT313";"MIO_EUR";2006;3618;"AT313 - Mühlviertel";"Mühlviertel";"AT";5
"423";"AT313";"MIO_EUR";2005;3412;"AT313 - Mühlviertel";"Mühlviertel";"AT";5
"424";"AT313";"MIO_EUR";2001;3036;"AT313 - Mühlviertel";"Mühlviertel";"AT";5
"425";"AT313";"MIO_EUR";2004;3288;"AT313 - Mühlviertel";"Mühlviertel";"AT";5
"426";"AT313";"MIO_EUR";2007;3900;"AT313 - Mühlviertel";"Mühlviertel";"AT";5
"427";"AT313";"MIO_EUR";2011;4468;"AT313 - Mühlviertel";"Mühlviertel";"AT";5
"428";"AT313";"MIO_EUR";2008;4098;"AT313 - Mühlviertel";"Mühlviertel";"AT";5
"429";"AT313";"MIO_EUR";2013;4954;"AT313 - Mühlviertel";"Mühlviertel";"AT";5
"430";"AT314";"MIO_EUR";2006;5174;"AT314 - Steyr-Kirchdorf";"Steyr-Kirchdorf";"AT";5
"431";"AT314";"MIO_EUR";2012;6078;"AT314 - Steyr-Kirchdorf";"Steyr-Kirchdorf";"AT";5
"432";"AT314";"MIO_EUR";2010;5530;"AT314 - Steyr-Kirchdorf";"Steyr-Kirchdorf";"AT";5
"433";"AT314";"MIO_EUR";2003;4298;"AT314 - Steyr-Kirchdorf";"Steyr-Kirchdorf";"AT";5
"434";"AT314";"MIO_EUR";2005;4891;"AT314 - Steyr-Kirchdorf";"Steyr-Kirchdorf";"AT";5
"435";"AT314";"MIO_EUR";2009;5169;"AT314 - Steyr-Kirchdorf";"Steyr-Kirchdorf";"AT";5
"436";"AT314";"MIO_EUR";2014;6408;"AT314 - Steyr-Kirchdorf";"Steyr-Kirchdorf";"AT";5
"437";"AT314";"MIO_EUR";2013;6181;"AT314 - Steyr-Kirchdorf";"Steyr-Kirchdorf";"AT";5
"438";"AT314";"MIO_EUR";2002;4198;"AT314 - Steyr-Kirchdorf";"Steyr-Kirchdorf";"AT";5
"439";"AT314";"MIO_EUR";2008;5552;"AT314 - Steyr-Kirchdorf";"Steyr-Kirchdorf";"AT";5
"440";"AT314";"MIO_EUR";2004;4546;"AT314 - Steyr-Kirchdorf";"Steyr-Kirchdorf";"AT";5
"441";"AT314";"MIO_EUR";2000;3964;"AT314 - Steyr-Kirchdorf";"Steyr-Kirchdorf";"AT";5
"442";"AT314";"MIO_EUR";2001;4122;"AT314 - Steyr-Kirchdorf";"Steyr-Kirchdorf";"AT";5
"443";"AT314";"MIO_EUR";2011;5735;"AT314 - Steyr-Kirchdorf";"Steyr-Kirchdorf";"AT";5
"444";"AT314";"MIO_EUR";2007;5395;"AT314 - Steyr-Kirchdorf";"Steyr-Kirchdorf";"AT";5
"445";"AT315";"MIO_EUR";2009;6928;"AT315 - Traunviertel";"Traunviertel";"AT";5
"446";"AT315";"MIO_EUR";2005;6277;"AT315 - Traunviertel";"Traunviertel";"AT";5
"447";"AT315";"MIO_EUR";2006;6528;"AT315 - Traunviertel";"Traunviertel";"AT";5
"448";"AT315";"MIO_EUR";2008;7111;"AT315 - Traunviertel";"Traunviertel";"AT";5
"449";"AT315";"MIO_EUR";2013;7879;"AT315 - Traunviertel";"Traunviertel";"AT";5
"450";"AT315";"MIO_EUR";2002;5488;"AT315 - Traunviertel";"Traunviertel";"AT";5
"451";"AT315";"MIO_EUR";2012;7714;"AT315 - Traunviertel";"Traunviertel";"AT";5
"452";"AT315";"MIO_EUR";2010;6960;"AT315 - Traunviertel";"Traunviertel";"AT";5
"453";"AT315";"MIO_EUR";2004;5713;"AT315 - Traunviertel";"Traunviertel";"AT";5
"454";"AT315";"MIO_EUR";2007;7043;"AT315 - Traunviertel";"Traunviertel";"AT";5
"455";"AT315";"MIO_EUR";2014;8139;"AT315 - Traunviertel";"Traunviertel";"AT";5
"456";"AT315";"MIO_EUR";2011;7662;"AT315 - Traunviertel";"Traunviertel";"AT";5
"457";"AT315";"MIO_EUR";2003;5534;"AT315 - Traunviertel";"Traunviertel";"AT";5
"458";"AT315";"MIO_EUR";2001;5294;"AT315 - Traunviertel";"Traunviertel";"AT";5
"459";"AT315";"MIO_EUR";2000;5201;"AT315 - Traunviertel";"Traunviertel";"AT";5
"460";"AT321";"MIO_EUR";2002;439;"AT321 - Lungau";"Lungau";"AT";5
"461";"AT321";"MIO_EUR";2000;417;"AT321 - Lungau";"Lungau";"AT";5
"462";"AT321";"MIO_EUR";2008;533;"AT321 - Lungau";"Lungau";"AT";5
"463";"AT321";"MIO_EUR";2012;615;"AT321 - Lungau";"Lungau";"AT";5
"464";"AT321";"MIO_EUR";2011;585;"AT321 - Lungau";"Lungau";"AT";5
"465";"AT321";"MIO_EUR";2006;483;"AT321 - Lungau";"Lungau";"AT";5
"466";"AT321";"MIO_EUR";2005;459;"AT321 - Lungau";"Lungau";"AT";5
"467";"AT321";"MIO_EUR";2004;430;"AT321 - Lungau";"Lungau";"AT";5
"468";"AT321";"MIO_EUR";2009;552;"AT321 - Lungau";"Lungau";"AT";5
"469";"AT321";"MIO_EUR";2014;637;"AT321 - Lungau";"Lungau";"AT";5
"470";"AT321";"MIO_EUR";2007;510;"AT321 - Lungau";"Lungau";"AT";5
"471";"AT321";"MIO_EUR";2010;575;"AT321 - Lungau";"Lungau";"AT";5
"472";"AT321";"MIO_EUR";2013;624;"AT321 - Lungau";"Lungau";"AT";5
"473";"AT321";"MIO_EUR";2001;414;"AT321 - Lungau";"Lungau";"AT";5
"474";"AT321";"MIO_EUR";2003;440;"AT321 - Lungau";"Lungau";"AT";5
"475";"AT322";"MIO_EUR";2003;4217;"AT322 - Pinzgau-Pongau";"Pinzgau-Pongau";"AT";5
"476";"AT322";"MIO_EUR";2011;5839;"AT322 - Pinzgau-Pongau";"Pinzgau-Pongau";"AT";5
"477";"AT322";"MIO_EUR";2014;6277;"AT322 - Pinzgau-Pongau";"Pinzgau-Pongau";"AT";5
"478";"AT322";"MIO_EUR";2002;4107;"AT322 - Pinzgau-Pongau";"Pinzgau-Pongau";"AT";5
"479";"AT322";"MIO_EUR";2004;4319;"AT322 - Pinzgau-Pongau";"Pinzgau-Pongau";"AT";5
"480";"AT322";"MIO_EUR";2008;5457;"AT322 - Pinzgau-Pongau";"Pinzgau-Pongau";"AT";5
"481";"AT322";"MIO_EUR";2009;5370;"AT322 - Pinzgau-Pongau";"Pinzgau-Pongau";"AT";5
"482";"AT322";"MIO_EUR";2012;5999;"AT322 - Pinzgau-Pongau";"Pinzgau-Pongau";"AT";5
"483";"AT322";"MIO_EUR";2005;4592;"AT322 - Pinzgau-Pongau";"Pinzgau-Pongau";"AT";5
"484";"AT322";"MIO_EUR";2010;5564;"AT322 - Pinzgau-Pongau";"Pinzgau-Pongau";"AT";5
"485";"AT322";"MIO_EUR";2013;6156;"AT322 - Pinzgau-Pongau";"Pinzgau-Pongau";"AT";5
"486";"AT322";"MIO_EUR";2007;5308;"AT322 - Pinzgau-Pongau";"Pinzgau-Pongau";"AT";5
"487";"AT322";"MIO_EUR";2006;4868;"AT322 - Pinzgau-Pongau";"Pinzgau-Pongau";"AT";5
"488";"AT322";"MIO_EUR";2000;3930;"AT322 - Pinzgau-Pongau";"Pinzgau-Pongau";"AT";5
"489";"AT322";"MIO_EUR";2001;4004;"AT322 - Pinzgau-Pongau";"Pinzgau-Pongau";"AT";5
"490";"AT323";"MIO_EUR";2011;16329;"AT323 - Salzburg und Umgebung";"Salzburg und Umgebung";"AT";5
"491";"AT323";"MIO_EUR";2004;12470;"AT323 - Salzburg und Umgebung";"Salzburg und Umgebung";"AT";5
"492";"AT323";"MIO_EUR";2009;14650;"AT323 - Salzburg und Umgebung";"Salzburg und Umgebung";"AT";5
"493";"AT323";"MIO_EUR";2014;17163;"AT323 - Salzburg und Umgebung";"Salzburg und Umgebung";"AT";5
"494";"AT323";"MIO_EUR";2000;10708;"AT323 - Salzburg und Umgebung";"Salzburg und Umgebung";"AT";5
"495";"AT323";"MIO_EUR";2012;17024;"AT323 - Salzburg und Umgebung";"Salzburg und Umgebung";"AT";5
"496";"AT323";"MIO_EUR";2010;15541;"AT323 - Salzburg und Umgebung";"Salzburg und Umgebung";"AT";5
"497";"AT323";"MIO_EUR";2002;11382;"AT323 - Salzburg und Umgebung";"Salzburg und Umgebung";"AT";5
"498";"AT323";"MIO_EUR";2008;15073;"AT323 - Salzburg und Umgebung";"Salzburg und Umgebung";"AT";5
"499";"AT323";"MIO_EUR";2007;14810;"AT323 - Salzburg und Umgebung";"Salzburg und Umgebung";"AT";5
"500";"AT323";"MIO_EUR";2005;12926;"AT323 - Salzburg und Umgebung";"Salzburg und Umgebung";"AT";5
"501";"AT323";"MIO_EUR";2013;16899;"AT323 - Salzburg und Umgebung";"Salzburg und Umgebung";"AT";5
"502";"AT323";"MIO_EUR";2003;11666;"AT323 - Salzburg und Umgebung";"Salzburg und Umgebung";"AT";5
"503";"AT323";"MIO_EUR";2006;13786;"AT323 - Salzburg und Umgebung";"Salzburg und Umgebung";"AT";5
"504";"AT323";"MIO_EUR";2001;11056;"AT323 - Salzburg und Umgebung";"Salzburg und Umgebung";"AT";5
"505";"AT331";"MIO_EUR";2010;1090;"AT331 - Außerfern";"Außerfern";"AT";5
"506";"AT331";"MIO_EUR";2006;1177;"AT331 - Außerfern";"Außerfern";"AT";5
"507";"AT331";"MIO_EUR";2003;957;"AT331 - Außerfern";"Außerfern";"AT";5
"508";"AT331";"MIO_EUR";2004;980;"AT331 - Außerfern";"Außerfern";"AT";5
"509";"AT331";"MIO_EUR";2013;1363;"AT331 - Außerfern";"Außerfern";"AT";5
"510";"AT331";"MIO_EUR";2009;1213;"AT331 - Außerfern";"Außerfern";"AT";5
"511";"AT331";"MIO_EUR";2014;1403;"AT331 - Außerfern";"Außerfern";"AT";5
"512";"AT331";"MIO_EUR";2011;1305;"AT331 - Außerfern";"Außerfern";"AT";5
"513";"AT331";"MIO_EUR";2001;909;"AT331 - Außerfern";"Außerfern";"AT";5
"514";"AT331";"MIO_EUR";2002;939;"AT331 - Außerfern";"Außerfern";"AT";5
"515";"AT331";"MIO_EUR";2005;1091;"AT331 - Außerfern";"Außerfern";"AT";5
"516";"AT331";"MIO_EUR";2012;1378;"AT331 - Außerfern";"Außerfern";"AT";5
"517";"AT331";"MIO_EUR";2008;1246;"AT331 - Außerfern";"Außerfern";"AT";5
"518";"AT331";"MIO_EUR";2000;839;"AT331 - Außerfern";"Außerfern";"AT";5
"519";"AT331";"MIO_EUR";2007;1232;"AT331 - Außerfern";"Außerfern";"AT";5
"520";"AT332";"MIO_EUR";2010;10788;"AT332 - Innsbruck";"Innsbruck";"AT";5
"521";"AT332";"MIO_EUR";2012;11762;"AT332 - Innsbruck";"Innsbruck";"AT";5
"522";"AT332";"MIO_EUR";2004;8924;"AT332 - Innsbruck";"Innsbruck";"AT";5
"523";"AT332";"MIO_EUR";2000;7974;"AT332 - Innsbruck";"Innsbruck";"AT";5
"524";"AT332";"MIO_EUR";2011;11319;"AT332 - Innsbruck";"Innsbruck";"AT";5
"525";"AT332";"MIO_EUR";2006;9917;"AT332 - Innsbruck";"Innsbruck";"AT";5
